pc_number,attachments,text,date,act,precis
1995-0183,," PC Number Date Chapter Bill Dept 1995-01831995-02-070EIC, , , , PrecisAppointment of Richard A. (Dick) Martin, Secretary-Treasurer of the Canadian Labour Congress, as a governor of the Council of the Canadian Centre for Occupational Health and Safety being the nominee of the labour organizations to hold office during pleasure for a term of three years. Attachments",1995-02-07,NA,"Appointment of Richard A. (Dick) Martin, Secretary-Treasurer of the Canadian Labour Congress, as a governor of the Council of the Canadian Centre for Occupational Health and Safety being the nominee of the labour organizations to hold office during pleasure for a term of three years."
1995-0838,," PC Number Date Chapter Bill Dept 1995-08381995-05-300, , , COM, , PrecisApproval of four appointments made by the NATIONAL FILM BOARD, namely: . 1. RONALD DAVID - Internal Auditor/Vérificateur interne 2. HOWARD KROSNICK - Assistant Director General, National Marketing, English Program Directeur général adjoint, Mise en marché, Programme anglais 3. JOANNE LEDUC - Director, International Program Directrice du Programme international 4. JEAN-CLAUDE MAHÉ - Secretary to the Board of Trustees Secrétaire du Conseil d'administration . Attachments",1995-05-30,NA,"Approval of four appointments made by the NATIONAL FILM BOARD, namely: . 1. RONALD DAVID - Internal Auditor/Vérificateur interne 2. HOWARD KROSNICK - Assistant Director General, National Marketing, English Program Directeur général adjoint, Mise en marché, Programme anglais 3. JOANNE LEDUC - Director, International Program Directrice du Programme international 4. JEAN-CLAUDE MAHÉ - Secretary to the Board of Trustees Secrétaire du Conseil d'administration ."
1995-1499,," PC Number Date Chapter Bill Dept 1995-14991995-09-060PMO, , , , PrecisTermination of the appointment of Maurizio Bevilacqua as Parliamentary Secretary to the Minister of Labour; and appointment of Robert Daniel Nault as Parliamentary Secretary to the Minister of Labour for a period terminating December 5, 1995. Attachments",1995-09-06,NA,"Termination of the appointment of Maurizio Bevilacqua as Parliamentary Secretary to the Minister of Labour; and appointment of Robert Daniel Nault as Parliamentary Secretary to the Minister of Labour for a period terminating December 5, 1995."
1995-1916,," PC Number Date Chapter Bill Dept 1995-19161995-11-230, , , , PMOPrecisAppointment of V. PETER HARDER, of Ottawa, Ontario, as Secretary of the Treasury Board and concurrently Comptroller General of Canada, to hold office during pleasure, effective December 18, 1995. Attachments",1995-11-23,NA,"Appointment of V. PETER HARDER, of Ottawa, Ontario, as Secretary of the Treasury Board and concurrently Comptroller General of Canada, to hold office during pleasure, effective December 18, 1995."
1996-0904,," PC Number Date Chapter Bill Dept 1996-09041996-06-190, , , , PMOPrecisAppointment of JOHN R. EDWARDS of Ottawa, Ontario, as Special Advisor to the Secretary of the Treasury Board, to hold office during pleasure for a term of eighteen months, effective June 21, 1996. Attachments",1996-06-19,NA,"Appointment of JOHN R. EDWARDS of Ottawa, Ontario, as Special Advisor to the Secretary of the Treasury Board, to hold office during pleasure for a term of eighteen months, effective June 21, 1996."
1996-1688,," PC Number Date Chapter Bill Dept 1996-16881996-11-050, , HERITAGE, , PrecisAppointment of Major General M. GASTON CLOUTIER, Sergeant-at-Arms of the House of Commons, as Canadian Secretary to The Queen and Coordinator of Her Majesty's Visit to Canada from June 23 to July 2, 1997. Attachments",1996-11-05,NA,"Appointment of Major General M. GASTON CLOUTIER, Sergeant-at-Arms of the House of Commons, as Canadian Secretary to The Queen and Coordinator of Her Majesty's Visit to Canada from June 23 to July 2, 1997."
1996-2012,," PC Number Date Chapter Bill Dept 1996-20121996-12-190, IT, , , PrecisAmendment to paragraphs (a) and (b) of Order in Council P.C. 1993-2223 of December 31, 1993, as amended by Order in Council P.C. 1994-512 of March 24, 1994, concerning the appointment of CATHY BEEHAN as Secretary of the Canadian Secretariat, by revoking the words ""for a term of three years commencing January 1, 1994"" and substituting the words ""for a term ending February 28, 1997"". Attachments",1996-12-19,NA,"Amendment to paragraphs (a) and (b) of Order in Council P.C. 1993-2223 of December 31, 1993, as amended by Order in Council P.C. 1994-512 of March 24, 1994, concerning the appointment of CATHY BEEHAN as Secretary of the Canadian Secretariat, by revoking the words ""for a term of three years commencing January 1, 1994"" and substituting the words ""for a term ending February 28, 1997""."
1997-0313,," PC Number Date Chapter Bill Dept 1997-03131997-03-040, , , IT, PrecisReappointment of CATHY BEEHAN, of Ottawa, Ontario, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of that Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement, to hold office for a term of two months commencing on March 1, 1997. Attachments",1997-03-04,NA,"Reappointment of CATHY BEEHAN, of Ottawa, Ontario, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of that Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement, to hold office for a term of two months commencing on March 1, 1997."
1997-0461,," PC Number Date Chapter Bill Dept 1997-04611997-04-080, , IT, , PrecisAmendment of paragraphs (a) and (b) of Order in Council P.C. 1997-313 of March 4, 1997 which will extend the reappointment of CATHY BEEHAN as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement until January 12, 1998. Attachments",1997-04-08,NA,"Amendment of paragraphs (a) and (b) of Order in Council P.C. 1997-313 of March 4, 1997 which will extend the reappointment of CATHY BEEHAN as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement until January 12, 1998."
1997-1115,," PC Number Date Chapter Bill Dept 1997-11151997-08-220PMO, , , , , PrecisAppointment of JAMES KARL BARTLEMAN, of Ottawa, Ontario, as Foreign Policy Advisor to the Prime Minister and Assistant Secretary to the Cabinet (Foreign and Defence Policy), to hold office during pleasure. Attachments",1997-08-22,NA,"Appointment of JAMES KARL BARTLEMAN, of Ottawa, Ontario, as Foreign Policy Advisor to the Prime Minister and Assistant Secretary to the Cabinet (Foreign and Defence Policy), to hold office during pleasure."
1998-0018,," PC Number Date Chapter Bill Dept 1998-00181998-01-120, , IT, , PrecisAmendment of paragraphs (a) and (b) of Order in Council P.C. 1997-313 of March 4, 1997 as amended by Order in Council P.C. 1997-461 of April 8, 1997 which will extend the term of appointment of CATHY BEEHAN as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement until December 31, 1998. Attachments",1998-01-12,NA,"Amendment of paragraphs (a) and (b) of Order in Council P.C. 1997-313 of March 4, 1997 as amended by Order in Council P.C. 1997-461 of April 8, 1997 which will extend the term of appointment of CATHY BEEHAN as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act and as Secretary of the Canadian Section of the Secretariat established under the Canada-United States Free Trade Agreement until December 31, 1998."
1998-0510,," PC Number Date Chapter Bill Dept 1998-05101998-03-260HERITAGE, , , , , , , PrecisAppointment of Major General M. Gaston CLOUTIER as CANADIAN SECRETARY to THE QUEEN. Attachments",1998-03-26,NA,Appointment of Major General M. Gaston CLOUTIER as CANADIAN SECRETARY to THE QUEEN.
1998-2217,," PC Number Date Chapter Bill Dept 1998-22171998-12-140, PMO, , , , , PrecisAppointment of MELVIN CAPPE, of Ottawa, Ontario, as Clerk of the Queen's Privy Council for Canada and the Secretary to the Cabinet, effective January 18, 1999. Attachments",1998-12-14,NA,"Appointment of MELVIN CAPPE, of Ottawa, Ontario, as Clerk of the Queen's Privy Council for Canada and the Secretary to the Cabinet, effective January 18, 1999."
1998-2220,," PC Number Date Chapter Bill Dept 1998-22201998-12-140, , , , , PMO, TBPrecisAppointment of JANET R. SMITH, of Ottawa, Ontario, as Special Advisor to the Secretary of the Treasury Board, to hold office during pleasure, effective January 18, 1999. Attachments",1998-12-14,NA,"Appointment of JANET R. SMITH, of Ottawa, Ontario, as Special Advisor to the Secretary of the Treasury Board, to hold office during pleasure, effective January 18, 1999."
1998-2355,," PC Number Date Chapter Bill Dept 1998-23551998-12-210IT, , , , PrecisReappointment of CATHY BEEHAN, of Ottawa, Ontario, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act, to hold office for a term of three months commencing January 1, 1999 and ending March 31, 1999. Attachments",1998-12-21,NA,"Reappointment of CATHY BEEHAN, of Ottawa, Ontario, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act, to hold office for a term of three months commencing January 1, 1999 and ending March 31, 1999."
1999-0108,," PC Number Date Chapter Bill Dept 1999-01081999-01-250, , , PMO, PrecisAmendment to Order in Council P.C. 1998-1333 of July 16, 1998, by deleting the words ""Mrs. Claudette Bradshaw"" and ""Minister for International Cooperation"" therefrom; and appointment of DENIS PARADIS, a member of the House of Commons, as Parliamentary Secretary to the Minister for International Cooperation for a period terminating July 15, 1999. Attachments",1999-01-25,NA,"Amendment to Order in Council P.C. 1998-1333 of July 16, 1998, by deleting the words ""Mrs. Claudette Bradshaw"" and ""Minister for International Cooperation"" therefrom; and appointment of DENIS PARADIS, a member of the House of Commons, as Parliamentary Secretary to the Minister for International Cooperation for a period terminating July 15, 1999."
1999-1631,," PC Number Date Chapter Bill Dept 1999-16311999-09-280IT, , , , PrecisAppointment of FRANÇOY RAYNAULD, of Montreal, Quebec, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act, to hold office for a term of five years, effective October 12, 1999. Attachments",1999-09-28,NA,"Appointment of FRANÇOY RAYNAULD, of Montreal, Quebec, as Secretary of the Canadian Section of the Secretariat established pursuant to section 14 of the North American Free Trade Agreement Implementation Act, to hold office for a term of five years, effective October 12, 1999."
2000-0475,," PC Number Date Chapter Bill Dept 2000-04752000-03-300, , PMO, TB, , , , , , PrecisAppointment of FRANK A. CLAYDON, of Ottawa, Ontario, as Secretary of the Treasury Board and concurrently Comptroller General of Canada, to hold office during pleasure, effective April 10, 2000. Attachments",2000-03-30,NA,"Appointment of FRANK A. CLAYDON, of Ottawa, Ontario, as Secretary of the Treasury Board and concurrently Comptroller General of Canada, to hold office during pleasure, effective April 10, 2000."
